rank,title,genre,description,director,actors,year,runtime (minutes),rating,votes,revenue (millions),metascore
51,star wars: episode vii - the force awakens,action;adventure;fantasy,three decades after the defeat of the galactic empire; a new threat arises. the first order attempts to rule the galaxy and only a ragtag group of heroes can stop them; along with the help of the resistance.,j.j. abrams,daisy ridley; john boyega; oscar isaac; domhnall gleeson,2015,136,8.1,661608,936.63,81
